Cline	Location	Altitude_meters_above_sea_level	Latitude_degree_North	Longitude_degree_East	Species	Sex	Common_Garden_Temperature_Degree_Centigrade	Phenotype	Phenotype_Unit	Data	Reference	Reference_DOI
Latitude	Deesa	132	24.12	72.18	Drosophila melanogaster	Female	21	OvarioleNum	numbers	38.5	"Rajpurohit S, Parkash R, Ramniwas S, Singh S. 2008. Variations in body melanisation, ovariole number and fecundity in highland and lowland populations of Drosophila melanogaster from the Indian subcontinent. Insect Science 15:553-561."	doi: 10.1111/j.1744-7917.2008.00245.x
Latitude	Bareilly	235	28.22	79.41	Drosophila melanogaster	Female	21	OvarioleNum	numbers	40	"Rajpurohit S, Parkash R, Ramniwas S, Singh S. 2008. Variations in body melanisation, ovariole number and fecundity in highland and lowland populations of Drosophila melanogaster from the Indian subcontinent. Insect Science 15:553-561."	doi: 10.1111/j.1744-7917.2008.00245.x
Latitude	Chandigarh	347	30.44	76.78	Drosophila melanogaster	Female	21	OvarioleNum	numbers	41.11	"Rajpurohit S, Parkash R, Ramniwas S, Singh S. 2008. Variations in body melanisation, ovariole number and fecundity in highland and lowland populations of Drosophila melanogaster from the Indian subcontinent. Insect Science 15:553-561."	doi: 10.1111/j.1744-7917.2008.00245.x
Latitude	Bengaluru	921	12.6	77.56	Drosophila kikkawai	Female	25	OvarioleNum	numbers	35.85	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Hyderabad	545	17.2	78.48	Drosophila kikkawai	Female	25	OvarioleNum	numbers	30.7	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Nagpur	310	21.1	79.09	Drosophila kikkawai	Female	25	OvarioleNum	numbers	36.35	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Bhopal	523	23.2	77.41	Drosophila kikkawai	Female	25	OvarioleNum	numbers	30.85	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Agra	169	27.1	78.02	Drosophila kikkawai	Female	25	OvarioleNum	numbers	36.2	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Rohtak	219	28.9	76.57	Drosophila kikkawai	Female	25	OvarioleNum	numbers	37.5	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Solan	1502	30.8	77.09	Drosophila kikkawai	Female	25	OvarioleNum	numbers	41.05	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Shimla	2202	31.3	77.17	Drosophila kikkawai	Female	25	OvarioleNum	numbers	38.55	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Ernakulam	3.99	10	76.33	Drosophila melanogaster	Male	25	BodyWeight	mg*100	73.33	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Tirumala	976	13.4	79.42	Drosophila melanogaster	Male	25	BodyWeight	mg*100	73.71	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Hyderabad	545	17.2	78.48	Drosophila melanogaster	Male	25	BodyWeight	mg*100	79.33	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Nagpur	310	21.1	79.09	Drosophila melanogaster	Male	25	BodyWeight	mg*100	85.14	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Bhopal	523	23.1	77.41	Drosophila melanogaster	Male	25	BodyWeight	mg*100	86.4	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Rohtak	219	28.9	76.51	Drosophila melanogaster	Male	25	BodyWeight	mg*100	86.66	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Jammu	367	32.7	76.24	Drosophila melanogaster	Male	25	BodyWeight	mg*100	105.75	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Ernakulam	3.99	10	76.33	Drosophila kikkawai	Male	25	BodyWeight	mg*100	59.85	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Tirumala	976	13.4	79.42	Drosophila kikkawai	Male	25	BodyWeight	mg*100	60.88	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Hyderabad	545	17.2	78.48	Drosophila kikkawai	Male	25	BodyWeight	mg*100	68.73	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Nagpur	310	21.1	79.09	Drosophila kikkawai	Male	25	BodyWeight	mg*100	73.62	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Bhopal	523	23.1	77.41	Drosophila kikkawai	Male	25	BodyWeight	mg*100	75.61	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Rohtak	219	28.9	76.51	Drosophila kikkawai	Male	25	BodyWeight	mg*100	80.54	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Jammu	367	32.7	76.24	Drosophila kikkawai	Male	25	BodyWeight	mg*100	88.79	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Ernakulam	3.99	10	76.33	Drosophila ananassae	Male	25	BodyWeight	mg*100	94.32	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Tirumala	976	13.4	79.42	Drosophila ananassae	Male	25	BodyWeight	mg*100	97.2	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Hyderabad	545	17.2	78.48	Drosophila ananassae	Male	25	BodyWeight	mg*100	98.12	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Nagpur	310	21.1	79.09	Drosophila ananassae	Male	25	BodyWeight	mg*100	99.12	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Bhopal	523	23.1	77.41	Drosophila ananassae	Male	25	BodyWeight	mg*100	106.56	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Rohtak	219	28.9	76.51	Drosophila ananassae	Male	25	BodyWeight	mg*100	115.04	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Jammu	367	32.7	76.24	Drosophila ananassae	Male	25	BodyWeight	mg*100	120.52	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Bengaluru	921	12.6	77.56	Drosophila bipectinata	Male	25	BodyWeight	mg*100	98.04	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Hyderabad	545	17.2	78.48	Drosophila bipectinata	Male	25	BodyWeight	mg*100	100.02	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Nagpur	310	21.1	79.09	Drosophila bipectinata	Male	25	BodyWeight	mg*100	103	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Rohtak	219	28.9	76.57	Drosophila bipectinata	Male	25	BodyWeight	mg*100	108.22	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Kullu	1279	32	77.1	Drosophila bipectinata	Male	25	BodyWeight	mg*100	114.32	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Bengaluru	921	12.6	77.56	Drosophila repleta	Male	25	BodyWeight	mg*100	103.05	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Hyderabad	545	17.2	78.48	Drosophila repleta	Male	25	BodyWeight	mg*100	118	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Nagpur	310	21.1	79.09	Drosophila repleta	Male	25	BodyWeight	mg*100	127.5	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Rohtak	219	28.9	76.57	Drosophila repleta	Male	25	BodyWeight	mg*100	133	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Kullu	1279	32	77.1	Drosophila repleta	Male	25	BodyWeight	mg*100	146.1	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Bengaluru	921	12.6	77.56	Drosophila kikkawai	Female	25	ThoraxLength	mm*100	90.63	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Hyderabad	545	17.2	78.48	Drosophila kikkawai	Female	25	ThoraxLength	mm*100	97.09	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Nagpur	310	21.1	79.09	Drosophila kikkawai	Female	25	ThoraxLength	mm*100	96.36	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Bhopal	523	23.2	77.41	Drosophila kikkawai	Female	25	ThoraxLength	mm*100	98.93	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Agra	169	27.1	78.02	Drosophila kikkawai	Female	25	ThoraxLength	mm*100	98.93	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Rohtak	219	28.9	76.57	Drosophila kikkawai	Female	25	ThoraxLength	mm*100	100.65	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Solan	1502	30.8	77.09	Drosophila kikkawai	Female	25	ThoraxLength	mm*100	104.02	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Shimla	2202	31.3	77.17	Drosophila kikkawai	Female	25	ThoraxLength	mm*100	105.04	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Thiruvananthapuram	8	8.29	76.59	Drosophila melanogaster	Female	21	WingLength	mm*100	215	"Parkash R, Aggarwal DD, Kalra B. 2012. Coadapted changes in energy metabolites and body color phenotypes for resistance to starvation and desiccation in latitudinal populations of D. melanogaster. Evolutionary Ecology 26:149-169."	doi:10.1007/s10682-011-9482-x
Latitude	Kochi	0	10.01	76.2	Drosophila melanogaster	Female	21	WingLength	mm*100	221	"Parkash R, Aggarwal DD, Kalra B. 2012. Coadapted changes in energy metabolites and body color phenotypes for resistance to starvation and desiccation in latitudinal populations of D. melanogaster. Evolutionary Ecology 26:149-169."	doi:10.1007/s10682-011-9482-x
Latitude	Anantpur	335	14.41	77.35	Drosophila melanogaster	Female	21	WingLength	mm*100	229	"Parkash R, Aggarwal DD, Kalra B. 2012. Coadapted changes in energy metabolites and body color phenotypes for resistance to starvation and desiccation in latitudinal populations of D. melanogaster. Evolutionary Ecology 26:149-169."	doi:10.1007/s10682-011-9482-x
Latitude	Warangal	302	17.02	77.34	Drosophila melanogaster	Female	21	WingLength	mm*100	241	"Parkash R, Aggarwal DD, Kalra B. 2012. Coadapted changes in energy metabolites and body color phenotypes for resistance to starvation and desiccation in latitudinal populations of D. melanogaster. Evolutionary Ecology 26:149-169."	doi:10.1007/s10682-011-9482-x
Latitude	Wardha	234	21.09	78.39	Drosophila melanogaster	Female	21	WingLength	mm*100	250	"Parkash R, Aggarwal DD, Kalra B. 2012. Coadapted changes in energy metabolites and body color phenotypes for resistance to starvation and desiccation in latitudinal populations of D. melanogaster. Evolutionary Ecology 26:149-169."	doi:10.1007/s10682-011-9482-x
Latitude	Jaipur	390	26.61	75.25	Drosophila melanogaster	Female	21	WingLength	mm*100	263	"Parkash R, Aggarwal DD, Kalra B. 2012. Coadapted changes in energy metabolites and body color phenotypes for resistance to starvation and desiccation in latitudinal populations of D. melanogaster. Evolutionary Ecology 26:149-169."	doi:10.1007/s10682-011-9482-x
Latitude	Delhi	216	28.08	77.12	Drosophila melanogaster	Female	21	WingLength	mm*100	268	"Parkash R, Aggarwal DD, Kalra B. 2012. Coadapted changes in energy metabolites and body color phenotypes for resistance to starvation and desiccation in latitudinal populations of D. melanogaster. Evolutionary Ecology 26:149-169."	doi:10.1007/s10682-011-9482-x
Latitude	Udhampur	755	32.4	75.01	Drosophila melanogaster	Female	21	WingLength	mm*100	274	"Parkash R, Aggarwal DD, Kalra B. 2012. Coadapted changes in energy metabolites and body color phenotypes for resistance to starvation and desiccation in latitudinal populations of D. melanogaster. Evolutionary Ecology 26:149-169."	doi:10.1007/s10682-011-9482-x
Latitude	Bengaluru	921	12.6	77.56	Drosophila kikkawai	Female	25	WingLength	mm*100	216.68	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Hyderabad	545	17.2	78.48	Drosophila kikkawai	Female	25	WingLength	mm*100	236.08	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Nagpur	310	21.1	79.09	Drosophila kikkawai	Female	25	WingLength	mm*100	239.81	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Bhopal	523	23.2	77.41	Drosophila kikkawai	Female	25	WingLength	mm*100	240.7	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Agra	169	27.1	78.02	Drosophila kikkawai	Female	25	WingLength	mm*100	241.49	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Rohtak	219	28.9	76.57	Drosophila kikkawai	Female	25	WingLength	mm*100	263.8	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Solan	1502	30.8	77.09	Drosophila kikkawai	Female	25	WingLength	mm*100	277.4	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Shimla	2202	31.3	77.17	Drosophila kikkawai	Female	25	WingLength	mm*100	262.28	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Bengaluru	921	12.6	77.56	Drosophila kikkawai	Female	25	SternoBristles	mm*100	12.82	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Hyderabad	545	17.2	78.48	Drosophila kikkawai	Female	25	SternoBristles	mm*100	16.76	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Nagpur	310	21.1	79.09	Drosophila kikkawai	Female	25	SternoBristles	mm*100	15.7	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Bhopal	523	23.2	77.41	Drosophila kikkawai	Female	25	SternoBristles	mm*100	14.62	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Agra	169	27.1	78.02	Drosophila kikkawai	Female	25	SternoBristles	mm*100	16.34	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Rohtak	219	28.9	76.57	Drosophila kikkawai	Female	25	SternoBristles	mm*100	13.62	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Solan	1502	30.8	77.09	Drosophila kikkawai	Female	25	SternoBristles	mm*100	15.18	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Shimla	2202	31.3	77.17	Drosophila kikkawai	Female	25	SternoBristles	mm*100	13.96	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Bengaluru	921	12.6	77.56	Drosophila kikkawai	Female	25	AbdominalBristles	numbers	41.46	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Hyderabad	545	17.2	78.48	Drosophila kikkawai	Female	25	AbdominalBristles	numbers	46.12	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Nagpur	310	21.1	79.09	Drosophila kikkawai	Female	25	AbdominalBristles	numbers	49.54	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Bhopal	523	23.2	77.41	Drosophila kikkawai	Female	25	AbdominalBristles	numbers	45.46	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Agra	169	27.1	78.02	Drosophila kikkawai	Female	25	AbdominalBristles	numbers	47.98	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Rohtak	219	28.9	76.57	Drosophila kikkawai	Female	25	AbdominalBristles	numbers	50.66	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Solan	1502	30.8	77.09	Drosophila kikkawai	Female	25	AbdominalBristles	numbers	48.74	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Shimla	2202	31.3	77.17	Drosophila kikkawai	Female	25	AbdominalBristles	numbers	47.84	"Karan D, Munjal AK, Gibert P, Moreteau B, Parkash R, David JR. 1998. Latitudinal clines for morphological traits in Drosophila kikkawai: a study of natural populations from the Indian subcontinent. Genet. Res. Camb. 71:31-38."	doi not available
Latitude	Thiruvananthapuram	8	8.29	76.59	Drosophila melanogaster	Female	21	TotalLipids	microgram per fly	107.4	"Parkash R, Aggarwal DD, Kalra B. 2012. Coadapted changes in energy metabolites and body color phenotypes for resistance to starvation and desiccation in latitudinal populations of D. melanogaster. Evolutionary Ecology 26:149-169."	doi:10.1007/s10682-011-9482-x
Latitude	Kochi	0	10.01	76.2	Drosophila melanogaster	Female	21	TotalLipids	microgram per fly	98.26	"Parkash R, Aggarwal DD, Kalra B. 2012. Coadapted changes in energy metabolites and body color phenotypes for resistance to starvation and desiccation in latitudinal populations of D. melanogaster. Evolutionary Ecology 26:149-169."	doi:10.1007/s10682-011-9482-x
Latitude	Anantpur	335	14.41	77.35	Drosophila melanogaster	Female	21	TotalLipids	microgram per fly	91.21	"Parkash R, Aggarwal DD, Kalra B. 2012. Coadapted changes in energy metabolites and body color phenotypes for resistance to starvation and desiccation in latitudinal populations of D. melanogaster. Evolutionary Ecology 26:149-169."	doi:10.1007/s10682-011-9482-x
Latitude	Warangal	302	17.02	77.34	Drosophila melanogaster	Female	21	TotalLipids	microgram per fly	86.58	"Parkash R, Aggarwal DD, Kalra B. 2012. Coadapted changes in energy metabolites and body color phenotypes for resistance to starvation and desiccation in latitudinal populations of D. melanogaster. Evolutionary Ecology 26:149-169."	doi:10.1007/s10682-011-9482-x
